TransactionID,Amount,TimeSinceLastTxn,NumTxnsLastHour,AvgAmountLastHour,IsInternational,DeviceType,Class
106,2463.0061907856434,13977.381569124474,4,844.6943518517832,0,0,0
107,1822.1966433590767,69094.71255147443,3,1518.4105877000152,0,0,0
108,862.3394764327863,23326.292006877047,4,789.2002896111609,0,0,0
109,3484.421997179312,25779.941954519774,3,1214.6135529178182,0,1,0
110,1777.3083575702522,41203.99067605948,3,1167.5386311090908,0,1,0
111,3890.359095538182,43882.460861558415,3,1393.5797658489098,0,1,0
112,4129.071561221572,40934.4811137565,2,1438.9162769458053,0,1,0
113,2641.41011742306,67651.54947019456,0,286.61421704087894,0,1,0
114,3752.327307492425,2809.1240694160874,3,1581.9284306366158,0,0,0
115,39138.31678457804,19.381320128856178,9,50155.81976332819,1,1,1
116,3626.5041573041003,16434.11566698879,2,1796.8146659435529,0,1,0
117,2101.4682967759195,12821.439223447647,0,2374.1909687638954,0,1,0
118,1439.8039635374723,65262.367865588014,1,2684.041918933823,0,1,0
119,4208.489831739664,52028.39742368604,3,45.70976175827832,0,0,0
120,2378.7935553201655,31554.435884792212,1,932.4968977980711,0,0,0
121,4806.844285513954,68471.21250627324,2,1393.0193331564328,0,1,0
122,1596.6251147007572,69433.98046538705,0,921.4505295878208,0,0,0
123,4705.652872146104,48664.823802187304,3,1474.154553231406,0,0,0
124,1543.9686373976936,13500.590284217866,0,242.30140780379875,0,0,0
125,4552.325353077172,54574.89768141186,3,1579.405741071313,0,1,0
126,4474.743119869278,35793.029409226634,0,2829.021037164546,0,0,0
127,4743.855287474186,17849.567685812006,3,100.80645576062152,0,0,0
128,3752.1016934822037,32038.016827520532,0,2890.373635237258,0,1,0
129,4015.4414761313305,11496.433085200108,4,1863.4209525888834,0,0,0
130,15447.795541622821,250.15922404276185,15,8042.334929664539,1,1,1
131,3189.3630280541524,4557.3192910224925,2,1968.979898167884,0,0,0
132,81196.56818179731,283.0058375112233,15,75148.32366475146,1,0,1
133,2627.096646807253,45511.64266427234,3,1495.0155191630747,0,0,0
134,1615.2400498272464,62567.128830863265,0,1656.436374550399,0,0,0
135,624.6887419560202,27306.630220059982,3,1643.4379479528047,0,0,0
136,3612.278437871179,32611.53464315258,2,968.0939064973513,0,0,0
137,482.93470616763136,71796.15615278849,3,1304.0703257466575,0,0,0
138,1229.7973728554123,38103.18891962595,2,2438.414966885308,0,0,0
139,1802.9260236396708,10937.244267385398,1,1546.3178025340846,0,1,0
140,3194.3073747482877,47656.18016101119,4,2197.830049220741,0,0,0
141,2683.488417994076,37517.26642679022,3,658.9874891863531,0,0,0
142,4328.161534273673,56658.18798735687,2,336.33459932796274,0,1,0
143,2740.266228734033,29671.845969994745,1,2652.1277692357685,0,0,0
144,1638.5237401117556,51578.11289289507,1,2021.9419023932976,0,1,0
145,2585.808462885687,34404.08225280883,3,2386.918391151804,0,0,0
146,1290.2477312613657,22099.588389970173,4,2238.551414105982,0,0,0
147,4932.266429776512,29612.61809282456,1,23.58169229974666,0,1,0
148,2214.9730602849113,63262.90747797656,3,1508.0854432485567,0,0,0
149,778.0944359814447,26114.03464398633,0,1211.9419604675613,0,1,0
150,3927.0103832533887,18885.002191199197,0,1485.1620555710915,0,1,0
151,3346.6729082239026,35233.20962429026,1,1435.9436546931477,0,0,0
152,96056.56218197079,221.71538174862388,9,8238.391402089785,1,0,1
153,31904.361056769463,222.9786308524476,8,27742.860325441576,0,0,1
154,2912.2721498713568,17863.885085846698,3,562.0920492701529,0,1,0
155,3269.712124295706,54726.404979064144,4,632.6098451964548,0,1,0
156,4455.123189085577,6190.212409608405,0,2578.9306561957424,0,0,0
157,331.43800567562323,53204.680508239704,2,390.6165344906421,0,1,0
158,3943.3148423706707,44310.63970679694,3,1385.5472406513084,0,0,0
159,1243.915995815215,31020.843679061916,3,272.28383279487053,0,0,0
160,4021.501606038868,66679.11690521751,2,876.6165345409839,0,0,0
161,3649.1873734566343,30254.030697080852,2,2641.7483744957844,0,0,0
162,3531.0613571876497,53257.34146300967,1,1042.2488399745284,0,1,0
163,4061.9294820338487,19349.518021612686,1,1027.330809620284,0,0,0
164,1407.6325566297994,56656.392020365805,2,74.96937145652089,0,1,0
165,565.1012832799544,52956.555929500864,0,1725.208381122835,0,0,0
166,1318.0886208200432,67247.86524215333,1,2214.181136435174,0,1,0
167,2304.7465343536505,42982.740306883374,3,1484.5860056589818,0,0,0
168,2291.202852929064,8293.183031903038,2,673.797797740527,0,1,0
169,3470.6992726983467,3397.4407411916145,1,1138.881475555129,0,0,0
170,4699.461678737925,4494.744707039979,1,291.3686399094613,0,1,0
171,4468.516438317397,65566.40258048309,1,1480.8889290112586,0,1,0
172,45143.16730710374,102.26434569672604,16,27904.20940445532,1,1,1
173,1270.6723309657414,46114.032146786354,2,1269.7237349656957,0,0,0
174,86231.99523012742,147.3110091537485,19,18025.85626167468,1,0,1
175,66013.5829906296,186.65072016306036,5,50280.40202358842,0,1,1
176,4831.515634231869,24052.997174247488,0,1306.607488532621,0,1,0
177,3972.7011099174965,3486.0947594922523,4,1811.3284646452,0,1,0
178,4163.039842210348,10254.562919368549,0,1652.6903677470932,0,0,0
179,1710.4496674517338,62431.82398017664,0,747.3136593592,0,1,0
180,883.4002618468213,34919.84519943961,2,1884.0897332303068,0,1,0
181,1575.322077780068,68074.98526782273,0,2734.6675017604575,0,0,0
182,3783.229560860519,26313.201976846372,4,719.9091650142512,0,1,0
183,4636.203936612223,9872.690735685315,1,2565.312922514126,0,0,0
184,1802.6998718512086,32572.536336518253,4,2636.3533158391842,0,1,0
185,3179.1669586779612,33127.144394640236,3,2911.985391600216,0,1,0
186,2905.2544953808515,66732.14919701609,0,2509.977643352737,0,0,0
187,58.96862992474344,68401.63743869988,1,1962.752443280767,0,1,0
188,3478.4611221936248,49920.99129172323,4,118.95080361005297,0,1,0
189,1421.8472738314458,47157.92108105606,4,1992.1602985607367,0,0,0
190,59457.72759209417,173.48550328456702,8,33897.79272978294,1,0,1
191,2535.545558845642,12452.3202498238,3,1023.0438954087831,0,1,0
192,112.56072473060196,16104.926280070596,2,975.4614458653155,0,0,0
193,2396.3737471246554,42698.71772867477,4,2341.9459430828206,0,0,0
194,428.6117685333814,21346.211278680785,3,233.53307863352993,0,0,0
195,3266.677312537111,21057.829866008273,0,2254.498630481042,0,1,0
196,1011.7161542149896,12782.380385692773,4,358.88031746496733,0,1,0
197,262.86376359085,635.1121639112932,4,16.709801375067777,0,1,0
198,1771.185271673386,52923.122934704246,3,2607.8993687875586,0,0,0
199,1150.9720852753387,20674.04830843761,2,1373.0362185574754,0,0,0
200,1134.0935941720388,39965.753378651,3,1707.6204127399337,0,1,0
201,2568.8748619585135,66264.05501408322,0,2187.4604694959626,0,1,0
202,85694.31603926499,279.9470139648148,13,74477.15958217758,0,0,1
203,87596.13657161794,131.8290946753699,16,6761.2173557686965,1,1,1
204,1977.833845010974,37822.12606855638,3,2097.485055837878,0,0,0
205,4315.926228985693,28120.210166288907,3,352.3426080462195,0,0,0
206,769.474009137159,50954.38287640736,1,1873.1469342861094,0,1,0
207,1560.1412195339856,28202.380743462698,0,215.3946015618139,0,0,0
208,2350.6185922509453,28648.375863329416,1,1643.790801655685,0,0,0
209,2620.0148064922655,49344.730950813144,2,1286.008801537518,0,1,0
210,3442.8210581172098,67824.62078200544,3,1019.7766533094423,0,0,0
211,372.0966468435473,34324.69189883709,3,701.1696788727633,0,1,0
212,2454.630786218185,57081.74991549678,2,2836.8723827381227,0,0,0
213,2959.4833938648026,55929.4350321131,1,2032.2834469161055,0,0,0
214,4092.2606605497203,19516.98107066034,0,2598.6796007712855,0,0,0
215,3431.695720613805,5952.239632860006,3,267.4949858982077,0,0,0
216,249.86344028759453,4437.577257944151,4,1679.2264072927585,0,0,0
217,4781.762531195104,25424.85616768122,4,2180.197582087728,0,1,0
218,3455.3612622367245,42946.466245553594,2,558.7621694188448,0,1,0
219,1356.8237349842368,15975.212568830892,4,64.18749517263777,0,0,0
220,4871.1193126592425,39251.246891367,1,1701.0727596762547,0,1,0
221,220.9846877799584,38150.65244741537,4,396.6041031401029,0,1,0
222,1634.4274525719375,27651.763441546864,0,1463.9207811162332,0,1,0
223,367.35431932394624,42162.88486059534,0,47.30342378997648,0,1,0
224,1313.8512432018467,33063.51506134331,1,312.46861161598326,0,0,0
225,2591.360002741679,14427.046075086786,2,1523.936068852883,0,0,0
226,345.6949670556881,66305.47332917208,1,2144.291936344706,0,1,0
227,10684.709457683635,9.004365125160302,9,28580.481818824148,1,1,1
228,4525.023239208572,14651.310880688949,4,361.16974178212575,0,0,0
229,1615.5604759970415,39448.402723438834,2,1561.4848720275468,0,1,0
230,2118.967167069621,26482.601827050003,4,1826.7757311973976,0,1,0
231,3048.150905127318,24781.715188858812,0,1715.5732145315628,0,0,0
232,224.37753905324334,9866.422516002762,0,2455.371300165735,0,0,0
233,2835.3268193104273,12190.957661413868,1,2840.103830375969,0,0,0
234,1489.2679002570594,49061.697032338176,0,1763.8443573030402,0,1,0
235,4903.66208449733,1381.9376943531274,0,1167.113082892859,0,0,0
236,4590.313877183881,33540.83158266658,0,941.2825221158254,0,1,0
237,4323.007961188773,7204.658273355252,2,2272.4898981395445,0,1,0
238,4805.772805942297,20374.873276324663,1,1408.8751369911965,0,0,0
239,4276.981349443395,17958.749568126605,1,845.8952943551794,0,1,0
240,3106.31025199681,2979.143092492598,1,1086.1116313188586,0,0,0
241,3933.8215942060297,68911.18678737873,3,1680.3209325971268,0,0,0
242,2429.5144237363043,36289.40945484463,4,1028.961178338307,0,1,0
243,2596.143483160021,51773.010844063705,3,254.3972667608936,0,0,0
244,239.80883707688082,43587.23727833388,2,1838.8483800478843,0,1,0
245,3657.0788929822047,50857.903559617596,2,2812.942366609354,0,0,0
246,4726.31398713029,9635.278655139029,2,478.50645540044536,0,0,0
247,3202.3402963792464,69308.76897579149,2,1956.965143574852,0,1,0
248,4647.588180632608,14002.746664322769,1,33.487005626825216,0,1,0
249,2897.053669076819,18921.608158632316,0,2231.284335756705,0,0,0
250,1340.4258883943369,925.298283459316,2,2641.8373665008876,0,1,0
251,4804.53619009637,40917.21703884404,3,1905.54381206866,0,1,0
252,558.2676567411712,37395.432790236686,1,139.51466679604502,0,0,0
253,3541.1086241937296,31070.724234670186,2,1891.2155892412459,0,0,0
254,2184.8205537981653,32105.296640131375,3,2258.8208415273953,0,1,0
255,64763.86444342055,6.013642039413078,5,12342.526539404098,1,0,1
256,601.0416550779056,33665.3934905458,0,1010.9281492479842,0,0,0
257,778.5346569370514,18767.96337451808,4,1109.7798495476297,0,0,0
258,1834.2001882300424,10132.243314560337,4,835.0884563121763,0,0,0
259,3598.4923505262473,1169.9038717463136,1,1927.6456740956444,0,1,0
260,3958.73932718872,21004.55760366109,0,1055.1075318812943,0,0,0
261,458.620528418489,55741.60658100355,2,1188.8138025648886,0,0,0
262,4034.9064418695352,44991.169216785514,4,727.2769834716797,0,0,0
263,2032.3279393171404,4968.975476090003,3,741.9673765108644,0,0,0
264,3920.2073778333684,58310.55040783904,0,691.7393401397422,0,1,0
265,61555.00306456957,91.47373977939881,12,58845.35507079023,0,1,1
266,1670.5641517655718,54853.505911131586,2,2907.3919663008915,0,0,0
267,2480.970566946544,51441.60021822603,3,1798.858425178139,0,1,0
268,2795.5905725291523,27822.237194008132,3,2148.243784671506,0,1,0
269,4418.560529304839,50201.14194220783,2,459.91985298840257,0,0,0
270,342.22697399037565,23701.962559024236,4,697.8985160036813,0,1,0
271,153.18594128632867,47086.57621947737,1,2562.315750878767,0,0,0
272,1806.925251259164,24819.99445331471,2,2171.7357762770716,0,0,0
273,3082.8598308262613,40393.27288668483,2,36.398230405940694,0,0,0
274,4717.975681213059,54474.97356146321,2,2452.4701088460833,0,0,0
275,1278.4563743755862,64344.779627136726,3,994.9872727523539,0,0,0
276,3246.2818947821647,54849.84184842445,3,1220.8375117732642,0,0,0
277,1937.397771494225,29517.021558881555,4,1964.3745499428783,0,1,0
278,3728.6891395947823,12958.914547232076,3,2926.2283102039423,0,0,0
279,415.27630513053026,70405.9960157963,2,123.49392620442498,0,1,0
280,855.4256515439721,14280.3967388177,2,515.5817927988637,0,1,0
281,1577.5237994457984,48701.32094696148,2,2764.3980478817593,0,1,0
282,3047.5317702260463,36202.12438006834,2,608.7838552998203,0,0,0
283,4015.4988753996763,52812.33944342856,4,1226.2647890468522,0,1,0
284,1154.1976339621883,9483.670653923202,3,624.0201113723691,0,0,0
285,4234.842826209366,55344.491729173555,4,2055.1921763276864,0,1,0
286,2450.8596782242075,34219.68255928315,1,858.1538396491013,0,0,0
287,3961.1260337772833,1074.6302783889762,4,1401.9275569653867,0,0,0
288,572.4871830138934,54817.35742724341,4,2039.2953050980566,0,0,0
289,964.5282733239853,3998.7237316382298,4,829.4167645448489,0,1,0
290,3037.120626825573,4206.469927343247,3,543.0951205019333,0,1,0
291,4447.998507588951,36945.945197710884,1,2469.1723798005705,0,0,0
292,1419.4569303687747,53423.769271038116,4,555.5286030725283,0,1,0
293,2905.943569488301,26374.638530719207,4,1239.8656125576251,0,1,0
294,1876.013411954337,70123.27735098294,0,680.1957756352667,0,0,0
295,1308.9967874801155,45810.52076362462,3,411.7806998575881,0,1,0
296,4535.449182594742,1857.6970490806264,0,936.8245584954407,0,1,0
297,1496.442819600912,47654.77391486581,0,111.12684146207405,0,0,0
298,1947.8761523170622,42612.90887484048,3,2148.1802325270037,0,0,0
299,3834.1120714107146,35665.190802822035,4,2397.19179778704,0,1,0
300,1514.1131545856063,42594.35765633699,1,2898.053507444182,0,0,0
301,495.3234945723521,14546.550951308565,4,1420.3060435754244,0,0,0
302,2647.7419640418834,49203.1541772103,0,1504.0640619178885,0,0,0
303,69281.22087052846,24.037584974213107,8,42767.92730973497,1,0,1
304,3315.1723977809984,38731.60451029996,1,657.158839023181,0,0,0
305,1180.492002498508,12679.707225707276,4,2987.6748874910804,0,0,0
306,1760.9278331430605,57851.23572212696,2,1301.5680732966396,0,1,0
307,2401.010361618248,26643.15015439278,3,2231.0043343888856,0,1,0
308,1811.1333849152302,70023.61994137458,1,2514.7454416763685,0,0,0
309,3628.0541568265203,30840.75743735164,3,2580.6039393435635,0,1,0
310,2840.6403408490573,14731.501882881803,1,2814.2586637019504,0,1,0
311,2949.180185520196,44319.94384108941,1,77.26990313393352,0,0,0
312,4651.442459638884,61653.75958648945,0,379.25995287879414,0,0,0
313,2157.345877516062,62282.61567915789,3,1771.9471165299346,0,0,0
314,74.4633692690763,35448.375291914126,3,981.5693918479819,0,1,0
315,2255.4105123126574,58787.76230289378,1,1789.368112620257,0,0,0
316,2722.4672594309814,23599.75800853114,2,762.5435637024997,0,1,0
317,3814.177323648316,50995.7799049928,1,2261.2890408898193,0,0,0
318,4366.256879704278,7204.131333155492,3,2813.061149126556,0,1,0
319,2909.335964750445,36151.954652669774,0,1071.583540253651,0,0,0
320,2564.6725901255045,27425.475583823867,3,916.378650840342,0,1,0
321,93900.11945872963,258.2239926079218,15,77323.95717189828,0,1,1
322,3208.1457386384036,17181.67176784672,4,609.1742796970358,0,1,0
323,1328.860020212767,11660.310719076151,2,2610.494915592335,0,0,0
324,3078.155887099288,24072.415357247948,1,1009.403851892253,0,1,0
325,4250.0383812755745,19005.262922018435,1,2180.853453276689,0,1,0
326,3081.064383118909,42326.12688219166,1,2617.5295322722695,0,1,0
327,4463.345347587216,53126.494569568546,0,712.8267498644663,0,1,0
328,1052.6407652621456,18948.237036249287,2,1091.117277534124,0,0,0
329,33513.027676809055,201.6897203681514,14,49688.64922169932,1,0,1
330,846.893802089743,55534.62908523917,0,1268.3201700071224,0,1,0
331,667.2395063440662,27063.499435815673,4,1160.846703191002,0,0,0
332,312.39575081683773,60226.34289789798,0,1958.6502836031664,0,0,0
333,2455.019637528507,3627.1639992586834,1,1071.3533269813367,0,0,0
334,723.7318710073084,23995.960867461392,4,166.6348033488702,0,1,0
335,4498.655170646564,58543.75484513044,2,2304.821670374195,0,0,0
336,1118.3936619361477,16455.999035142217,1,1781.3254162705368,0,1,0
337,2948.228194950711,68173.46891672914,3,1962.7524606477307,0,1,0
338,4411.221508978129,32057.97357384364,2,308.2262455354813,0,0,0
339,2231.984434366916,21573.84404942781,2,1416.348117703515,0,0,0
340,1225.4141795135151,65376.51286779297,1,677.3399946292309,0,0,0
341,4688.620708816606,70420.14191843443,1,1460.067107375712,0,1,0
342,2044.6500727423922,53738.87993242332,3,1201.1623589443955,0,0,0
343,725.7419215091556,4536.120821666704,4,2427.106672866692,0,1,0
344,1204.9246817815722,62381.556348734586,1,2021.1322688137743,0,0,0
345,2594.960504488104,61135.98978491514,3,2460.48892757463,0,1,0
346,17058.23161799572,79.77948988945654,14,7557.980401007626,1,1,1
347,997.9220462618671,37961.151436299995,1,72.3410445239922,0,1,0
348,4330.469189813805,7624.374699146812,3,2231.2277308198923,0,1,0
349,1627.0924149701,64662.52207585885,4,207.10384831056246,0,1,0
350,3816.4555240124623,58495.85436054459,1,2899.543639762292,0,0,0
351,4869.17580368559,29891.92667325119,3,1727.8242728499006,0,1,0
352,4472.156666876392,47659.37017167678,1,2648.4043607234485,0,1,0
353,1439.4729235705424,12970.57537135912,0,1542.4193806340566,0,1,0
354,97.121260238416,22240.987572325957,1,2231.0508166416807,0,1,0
355,2828.0135069920498,30078.551061397306,2,146.4229524513791,0,1,0
356,1897.75079126742,63426.55877883271,4,1315.1896978697998,0,1,0
357,2785.451089860484,62934.08500449139,4,964.4916893248334,0,0,0
358,3809.326373218532,58605.97679581786,1,458.8448518875046,0,0,0
359,2740.5532902249784,57956.95651354538,4,2823.434581573024,0,0,0
360,429.0792664050639,50292.625178360235,2,662.6252768903446,0,1,0
361,4016.418196232068,48748.77235160107,0,985.4406125267401,0,0,0
362,1528.9139450933853,17195.194678277392,1,1933.8416353481762,0,0,0
363,53343.39734192462,35.90121954716031,13,26185.3820523687,0,1,1
364,1352.3334661227366,8542.570045421515,4,368.1748726838123,0,1,0
365,1858.0379569152738,9315.258797643004,0,83.11237595048038,0,0,0
366,47828.91730820692,247.66918975231334,17,27821.294855590277,0,0,1
367,1199.6835269162352,33889.895852215894,4,1554.6515114003737,0,0,0
368,4422.261547445735,57873.66755654122,4,1243.3449742355556,0,0,0
369,4614.770898175936,11499.719418855926,4,2046.9252330212269,0,1,0
370,2537.6415568802404,12965.447841026733,0,939.9950237706128,0,0,0
371,4475.90755167277,29500.129164910442,1,2873.359786358815,0,0,0
372,3511.184125738398,48037.795460213616,0,2926.635814980306,0,0,0
373,2013.8284011526732,40948.76449142365,4,1552.9681029346198,0,1,0
374,2025.5349588762242,34996.2627917333,1,1408.6965900909956,0,0,0
375,97429.66921359602,98.65773940777298,17,25068.037525832126,0,1,1
376,4423.8644947416615,42846.410194864155,2,1465.032515324096,0,1,0
377,4983.844983727355,38282.74883065347,0,2252.237573058064,0,0,0
378,1431.2445887044564,68421.24160967849,0,603.2004333033822,0,0,0
379,39264.05144607648,265.9606644858502,5,10553.093978128987,0,1,1
380,1526.1640048226914,22633.47526907809,1,2731.099253486206,0,0,0
381,114.08412014417058,1966.5508099101864,4,161.6680817249966,0,1,0
382,2266.8486631992905,63170.043758339874,2,1168.5242887767233,0,0,0
383,2177.2558071346807,36756.1155600599,1,1098.7889035127137,0,0,0
384,4473.794937640395,53164.71532128183,0,775.7693367898321,0,0,0
385,4066.5270042314546,12053.635656432936,4,1544.6098067331557,0,0,0
386,4374.071726180965,52586.17664422266,3,13.11142258216183,0,0,0
387,217.04899158163045,29983.51479083947,0,2967.7699406944334,0,1,0
388,3870.334231637059,4697.027749496066,4,2768.596128979846,0,0,0
389,3451.52350216716,3621.7810630665285,3,300.06763059336157,0,0,0
390,40484.41441962098,92.81055004068152,7,54441.94730205841,0,1,1
391,395.6599074806491,46242.32915513497,1,1421.4074172181495,0,0,0
392,25983.65990096912,93.5640280228386,19,27301.470723823237,0,0,1
393,1100.1033064421642,65210.96344680008,2,211.68289782641,0,1,0
394,1645.9753511548013,67946.01434235329,2,583.2305027472697,0,1,0
395,3968.7310005365025,2941.4783825752006,3,1824.3935110585044,0,0,0
396,1545.4206794327247,9717.255227157339,3,429.2030937735154,0,0,0
397,3485.4595206299205,15176.050289079067,2,330.2641842727365,0,0,0
398,1165.9623755991106,27620.068367683707,0,1471.1807051781084,0,1,0
